no,w1,w2,w3,industry,scale,q1,q1b_1,q1b_2,q1b_3,q1b_4,q1b_5,q1b_6,q1b_7,q1b_8,q1b_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2b,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bb_5,q2bb_6,q2bb_7,q2bb_8,q2bb_9,q2bb_10,q3,q3a,q4,q4b_1,q4b_2,q4b_3,q4b_4,q4b_5,q4b_6,q4b_7,q4b_8,q4b_9,q4b_10,q5,q5a,q5b,q5c_1,q5c_2,q5c_3,q5c_4,q5c_5,q5c_6,q5c_7,q5c_8,q5c_9,q5d,q5e_1,q5e_2,q5e_3,q5e_4,q5e_5,q5e_6,q5e_7,q5e_8,q5e_9,q6,q6a_2,q6a_3,q6a_4,q6a_5,q6b,q6q6b,q7a,q7b,q7b_1,q7b_2,q7c,q7c_1,q7c_2,q7c_3,q8a0,q8a,q8b0,q8b,q8c0,q8c,q9,q9a2,q9a3,q10,q11,q11a1,q11b1,q11a2,q11b2,q11a3,q11b3,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q16,q16a,q16b_1,q16b_2,q16b_3,q16b_4,q16b_5,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17a_6,q17a_7,q17a_8,q17a_9,q18a,q18b,q18c,q18d,q18e,q18f,q19,q19a,q20_1,q20_2,q20_3,q21,q21a_1,q21a_2,q21a_3,q21a_4,q21a_5,q21a_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q23,q23a,q23b,q23c,q23ca,q23caa,q23cb,q24,q24a_1,q24a_2,q24a_3,q24a_4,q24a_5,q24a_6,q24a_7,q24a_8,q24a_9,q24a_10
BQ17158,9.64920948616601,11.1728672225786,11.1728672225786,17,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,1,1,0,0,0,22,23,9,168,168,0,24000,24000,0,0,1,7,1,4,2, ,2,1, ,3,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,1,3,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3, , , ,2,1,0,0,0,0,0,0,0,0,0
BQ17162,9.64920948616601,11.1728672225786,33.5186016677358,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,3,0,3,0,0,19,22,9,206,168,38,30531,25000,5531,0,2, ,1,7,2, ,1, , ,1,1,1, , , , , ,1,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3, , , ,1,0,0,0,0,0,0,0,0,0,0
BQ17243,9.64920948616601,11.1728672225786,122.901539448365,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,11,6,5,0,0,17,28,9,207,168,39,29226,24000,5226,0,1,4,1,7,1,2,3, ,1,2,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2, ,0,0,1,2,1,1,0,1,0,0,1,1,1,0,0,0,0,0,2,1,1,3, , , ,2,1,0,0,1,0,0,0,0,0,0
BQ22925,9.56401384083045,10.7157513578757,75.0102595051299,17,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,5,1,1,0,0,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,7,0,2,5,0,41,48,9,216,168,48,33260,24000,6960,2300,1,3,1,6,1,2,2,2, ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,3, , , ,2,1,1,0,0,0,1,0,0,0,0
BQ22935,9.56401384083045,10.7157513578757,182.167773083887,17,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,17,0,8,9,0,34,51,9,200.8,168,32.8,28924,24000,4924,0,2, ,1,3,2, ,2,1, ,1,1,2,2440, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2, ,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3, , , ,2,1,0,0,0,0,0,0,0,0,0
BQ22939,9.56401384083045,10.7157513578757,150.02051901026,17,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,14,14,0,0,0,36,50,9,222,168,54,36413,24000,7413,5000,1,3,1,3,2, ,3, ,1,1,1,2,2200, , , , ,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,4,2,2,1,2,0,0,1,2,0,1,0,1,1,0,1,1,0,0,0,1,0,0,2,1,1,3, , , ,2,1,0,1,0,0,1,0,0,0,0
BQ27463,9.56401384083045,10.7157513578757,21.4315027157514,17,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,2,2,0,0,0,40,42,9,178,168,10,25501,24000,1501,0,2, ,1,3,1,3,1, , ,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,1,2,0,0,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1,1,3, , , ,1,0,0,0,0,0,0,0,0,0,0
BQ27513,9.56401384083045,10.7157513578757,192.883524441763,17,2,2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,18,18,0,0,0,34,52,9,189,168,21,29500,24000,3000,2500,1,7,1,6,2, ,2,1, ,1,1,2,2500, , , , ,0,0,0,1,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2,2,4,3,2,1,1,0,0,1,2,1,1,0,1,0,0,0,0,1,1,1,0,0,0,2,2,1,3, , , ,2,0,0,1,0,0,0,0,0,1,0
BQ33076,9.13513513513514,10.7171350861287,128.605621033544,17,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,6,1,1,0,1,0,0,0,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,12,12,0,0,0,148,160,9,184,168,16,26540,24000,2540,0,1,3,1,7,2, ,2,1, ,1,1,2,1500, , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2, ,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,3, , , ,2,1,0,0,0,0,0,0,0,0,0
BR43182,10.2727272727273,11.9159369527145,512.385288966723,18,4,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,10,1,1,0,0,1,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,43,43,0,0,0,170,213,9,208,168,40,29300,24000,5300,0,1,3,1,7,1,3,2,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,4,3,2,1,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,3, , , ,2,1,0,1,0,0,0,0,0,0,0
BS13224,4.47058823529412,5.425,21.7,19,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,4,1,3,0,0,21,25,9,168,168,0,24000,24000,0,0,1,3,2, ,1,3,2,2, ,1,1,2,4000, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,3,1,3, , , ,2,1,0,1,0,0,0,0,0,0,0
BS33241,2.8,3.87581699346405,77.516339869281,19,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,5,1,0,1,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,20,0,20,0,0,117,137,9,210,168,42,30086,24000,5586,500,2, ,1,2,1,4,2,1, ,2,1,2,2300, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,1,3, , , ,2,1,1,0,0,0,0,0,0,0,0
BU13366,9.20152091254753,10.7101449275362,10.7101449275362,21,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,5,9,168,168,0,24000,24000,0,0,2, ,1,5,2, ,2,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,2,3,3,2, ,0,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,3,1,3, , , ,2,1,0,0,0,0,0,0,0,0,0
BU13576,9.20152091254753,10.7101449275362,21.4202898550724,21,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,10,9,210,168,42,31900,24000,6000,1900,1,4,1,7,2, ,1, , ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,4,3,3,2, ,0,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,1,1,3, , , ,1,0,0,0,0,0,0,0,0,0,0
BU13722,9.20152091254753,10.7101449275362,32.1304347826086,21,1,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,4,3,1,1,0,0,1,0,1,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,3,0,0,3,0,13,16,9,198,168,30,28127,24000,4127,0,2, ,1,6,1,3,2,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,2,3,2,2,2, ,0,0,1,2,1,1,0,1,0,0,0,1,0,1,0,1,0,0,2,1,1,3, , , ,2,0,0,1,0,1,0,0,0,0,0
BU13738,9.20152091254753,10.7101449275362,32.1304347826086,21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,1,0,1,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,3,0,3,0,0,17,20,9,184,168,16,26130,24000,2130,0,1,1,1,7,1,5,2,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,3, , , ,2,1,0,1,1,0,1,0,1,1,0
BU17944,9.20152091254753,10.7101449275362,10.7101449275362,21,1,2,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5,6,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,1, , ,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,3, , , ,2,1,0,0,0,0,0,0,0,0,0
BU18201,9.20152091254753,10.7101449275362,21.4202898550724,21,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,2,0,0,2,0,12,14,9,186.2,168,18.2,26669,24000,2669,0,2, ,2, ,2, ,1, , ,1,1,1, , , , , ,1,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2, ,0,0,1,2,1,0,1,1,0,0,1,0,1,1,0,0,0,0,2,1,1,3, , , ,1,0,0,0,0,0,0,0,0,0,0
BU18213,9.20152091254753,10.7101449275362,32.1304347826086,21,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,0,3,0,3,0,0,12,15,9,216,168,48,33912,24000,6912,3000,2, ,1,4,2, ,1, , ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,3, , , ,2,1,0,0,0,1,0,0,0,0,0
BU18226,9.20152091254753,10.7101449275362,32.1304347826086,21,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,3,3,0,0,0,10,13,9,208,168,40,29866,24000,5866,0,1,6,1,2,1,3,2,1, ,1,1,1, , , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,4,2,2,2, ,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1,1,3, , , ,2,0,0,0,0,0,0,0,0,0,1
BV18629,9.91463414634146,10.9878542510121,32.9635627530363,22,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,3,3,0,0,0,14,17,9,211,168,43,34508,27408,5800,1300,1,7,1,7,1,3,2,1, ,2,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,5,3,3,2, ,0,0,1,2,1,0,1,1,0,0,0,0,1,1,1,0,0,0,2,3,1,3, , , ,1,0,0,0,0,0,0,0,0,0,0
BW14183,6.45882352941176,7.48659003831418,14.9731800766284,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,2,0,0,2,0,16,18,9,193.75,168,25.75,28540,24800,3740,0,2, ,2, ,2, ,1, , ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3, , , ,2,0,1,0,0,0,0,0,0,0,0
BW24226,8.86206896551724,10.7074829931973,214.149659863946,23,2,2,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,3,1,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,20,20,0,0,0,42,62,9,214,168,46,30463,24000,6463,0,2, ,1,6,1,2,2,1, ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,4,3,3,2, ,0,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,1,3, , , ,2,1,0,1,0,0,0,0,0,0,0
BW24229,8.86206896551724,10.7074829931973,64.2448979591838,23,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,1,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,1,1,0,0,0,0,0,6,0,6,0,0,77,83,9,168,168,0,24800,24800,0,0,1,7,1,7,1,3,2,1, ,1,1,2,2000, , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2, ,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3, , , ,1,0,0,0,0,0,0,0,0,0,0
BX28875,11.3125,13.1275167785235,52.510067114094,24,2,2,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,4,4,0,0,0,31,35,9,168,168,0,28050,26850,0,1200,1,3,1,7,1,3,2,1, ,2,1,2,2000, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2, ,0,0,1,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,2,1,3, , , ,1,0,0,0,0,0,0,0,0,0,0
BX38892,6,7.31654676258993,160.964028776978,24,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,22,0,18,4,0,90,112,9,214,168,46,30000,24000,6000,0,2, ,2, ,2, ,2,1, ,1,1,2,2000, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,3,1,1,2, ,0,0,1,2,1,0,1,1,0,0,0,0,1,1,1,0,0,0,2,2,1,3, , , ,1,0,0,0,0,0,0,0,0,0,0
BX38894,6,7.31654676258993,307.294964028777,24,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,10,1,1,1,1,0,1,1,1,0,0,0,1,3,2,0,0,0,0,1,0,0,1,0, ,0,0,0,0,0,0,0,0,0,42,0,42,0,0,95,137,9,248,168,80,36025,24000,12025,0,1,6,1,7,1,3,2,1, ,1,1,2,1000, , , , ,1,0,0,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,2,2,1,1,1,1,0,2,0,1,0,1,0,0,1,1,0,0,0,0,1,0,2,1,1,3, , , ,2,1,1,1,0,1,1,1,0,0,0
BY14390,8.71666666666667,10.1964285714286,61.1785714285716,25,1,2,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,4,5,1,1,0,1,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,6,0,6,0,0,23,29,9,210,168,42,30710,24242,6468,0,2, ,1,5,1,1,2,1, ,2,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,0,0,0,1,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,2, ,0,0,1,2,1,0,1,1,0,0,0,0,1,1,1,0,0,0,2,2,1,3, , , ,2,1,0,1,0,0,0,0,0,1,0
BY24414,7.37837837837838,7.73925501432665,92.8710601719198,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,12,12,0,0,0,61,73,9,194.4,168,26.4,27993,24000,3993,0,2, ,2, ,2, ,2,1, ,2,1,2,2500, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,3, , , ,1,0,0,0,0,0,0,0,0,0,0
BY28968,7.37837837837838,7.73925501432665,38.6962750716333,25,2,2,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,3,2,1,1,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,5,0,5,0,0,28,33,9,208,168,40,29806,24000,5806,0,2, ,1,3,2, ,3, ,1,1,1,2,2000, , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,2, ,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,3, , , ,2,1,0,0,0,0,0,0,0,0,0
BZ34469,1.5,1.62295081967213,50.311475409836,26,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,30,1,1,0,0,0,0,0,0,0,0,0, , , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,31,31,0,0,0,98,129,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,2,1, ,1,1,2,2500, , , , ,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3, , , ,2,1,0,0,0,0,0,0,0,0,0
BA24697,8.86868686868687,9.0734693877551,63.5142857142857,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,1,0,1,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,7,7,0,0,0,24,31,9,204,168,36,29000,24000,5000,0,1,6,1,6,1,3,1, , ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,3,1,1,1,1,0,2,1,1,1,0,1,0,1,1,0,2,2,3,2,2,3,1,2,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,3,1,2, , ,1,2,0,0,1,0,0,0,0,1,1,0
BD20581,8.05882352941176,8.10747663551402,154.042056074766,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,1,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,1,0,0,1,0,0,19,19,0,0,0,59,78,9,214,168,46,30600,24000,6600,0,1,2,1,3,2, ,3, ,1,1,1,2,2500, , , , ,0,0,1,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,1,3,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,1,1,1,0,0,2,0,1,1,1,0,0,0,0,1,1,0,0,1,0,2,1,1,2, , ,2,2,1,0,1,0,0,0,0,0,0,0
BF20706,9.18181818181818,9.544,114.528,6,2,2,1,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,2,10,1,1,0,1,0,1,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,12,12,0,0,0,73,85,9,210,168,42,29600,24000,5600,0,2, ,1,4,2, ,1, , ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,2,0,0,0,0,0,0,1,1,0,3,3,3,4,3,3,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,2, , ,2,2,1,0,1,1,1,0,0,0,0,0
