no,w,county,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2a_10,q2a_11,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a,q10,q11,q11a_1,q11a_2,q11a_3,q12,q12a2,q12b,q12c_1,q12c_2,q12c_3,q12c_4,q121,q121a,q13,q13a_1,q13a_2,q14,q14a_1,q14a_2,q14b_1,q14b_2,q15,q15a,q16,q16a,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17b_1,q17b_2,q17b_3,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22_1,q22_2,q22_3,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25,q25b,q25ba,q25baa,q25baao,q25bb
5542,56.34735332,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,2,1,1, ,1,21130,20130,0,1000,1,12, ,0,0,0,0,1, ,1,1,36,2,7,8,2,50,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,1,2,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
5543,52.18705664,8,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,22398,20130,2268,0,3, ,1,0,0,1,0,2,1,2, , ,2,6.5,9,6,0,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
5606,64.51647931,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,2,1, ,2,20000,17000,3000,0,2,9,1,0,0,0,0,2,1,1,8,0,2,9,6,3,0,2, ,3, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,2,1,3,0,0,1,1,1,0,0,0,2,4,2, ,1,0,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,1, , , , , 
5706,55.19346646,2,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,1,2,2,2,1,2,1, ,2,19268,17000,2268,0,2,11,1,0,0,0,0,1, ,2, , ,2,6,7,3,0,1,1,3, ,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,2,1,2,1,2,1,1,3,1,0,0,0,1,0,1,0,2,4,1,1,0,0,1,2,1,0,1,1,0,0,0,1,1,1,0,0,0,1, , , , , 
5764,53.04284481,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,19628,17000,2628,0,2,8,1,0,0,0,0,1, ,1,4,30,2,7,7,4,30,1,1,3, ,1,1,0,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2, , , ,2
5932,54.93715506,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,18000,18000,0,0,1,10.5, ,0,0,0,0,1, ,1,8,0,1,9.5,8,3,0,1,1,1,2,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,1,1,1,0,1,0,1,0,0,0,2,1,1,2,1,1,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1, , , , , 
6096,35.74052439,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,1,2,2,1, ,1,17000,17000,0,0,1,10, ,0,0,0,0,1, ,2, , ,2,7,7,4,0,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
6130,50.48651349,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,2,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,25398,22130,2268,1000,3, ,1,1,1,0,0,1, ,2, , ,1,5,10,2,40,1,2,1,2,1,1,1,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
6172,7.122341752,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,0,0,0,0,0,1,1,3,1,1,1,1, ,1,29000,26000,3000,0,2,11,1,0,0,0,0,1, ,2, , ,2,9,8,1,0,1,1,2, ,1,1,1,1,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,1,3,1,1,0,1,0,0,0,0,2,2,2, ,0,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1, , , , , 
6272,6.848755521,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,2,1,1,1,1, ,1,18630,18630,0,0,1,10, ,0,0,0,0,1, ,1,1,20,1,5,5.5,2,30,1,1,2, ,1,1,1,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
6372,28.24306456,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,19835,17000,2835,0,3, ,1,1,0,0,0,1, ,2, , ,2,12,8,2,40,1,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,1,2,1,3,0,1,1,1,0,0,0,0,2,1,2, ,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
6555,64.10490147,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,21268,17000,2268,2000,2,12,1,0,0,0,0,2,1,1,2,0,2,8,10,2,30,1,2,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,1,2,1,0,0,1,0,0,1,0,4,4,2, ,1,0,0,2,0,1,0,1,1,0,1,0,0,1,1,0,0,2,3, , , , 
6595,53.50901823,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,1,2,3,2,1,2,1, ,2,20000,17000,3000,0,2,13,1,0,0,0,0,2,1,2, , ,2,7,8,2,50,1,1,3, ,1,1,0,0,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,4,3,3,4,2,3,3,1,1,1,0,1,1,0,0,0,0,3,1,1,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1, , , 
6781,50.30926772,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,1,2,1,1,1, ,1,18630,18630,0,0,1,3, ,0,0,0,0,1, ,1,0,40,2,7,10,3,45,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1, , , , , 
7630,53.36167925,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,2,4,1,1,2,3,2,1,18000,17000,1000,0,3, ,1,1,0,0,0,1, ,1,8,0,1,8,8,2,50,1,1,1,2,1,1,1,1,1,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
7726,50.90251998,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,1,0,0,0,0,0,1,2,3,1,1,1,1, ,3,18000,17000,1000,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,10,4,30,1,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,3,3,2,3,2,1,1,0,0,1,1,0,0,1,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1, , , , , 
8160,55.19346646,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,1,0,0,0,0,0,1,2,2,3,1,2,1, ,1,20835,17000,2835,1000,2,10,1,0,0,0,0,2,1,2, , ,2,8,7,4,0,1,1,3, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
8179,55.06425765,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,2,1,0,0,0,0,1,2,3,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,0,0,0,1,1, ,2, , ,2,7,10,3,30,1,2,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
8392,7.02877755,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,3,2,1,1,4, ,1,26600,26000,0,600,1,12, ,0,0,0,0,1, ,1,12,0,2,6,10,2,0,1,1,2, ,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
8752,50.90251998,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,1,1,0,0,1,2,3,2,1,1,1, ,1,22372,19104,2268,1000,2,3,1,0,0,0,0,2,1,1,10,0,1,6.5,10,6,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,3,1,3,1,0,1,1,0,0,0,0,2,3,2, ,0,0,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,1, , , , , 
8776,53.36167925,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,0,0,0,0,1,2,4,3,1,1,1, ,1,23900,19400,3000,1500,3, ,1,0,0,1,0,2,1,2, , ,1,7,8,2,50,2, ,3, ,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
8874,53.04284481,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,2,1,1,1,0,0,1,2,2,2,1,2,1, ,1,19500,17000,2500,0,3, ,1,1,0,1,0,2,1,1,2,0,2,8,8,3,30,2, ,1,1,1,1,0,1,1,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
9058,56.34735332,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,3,2,0,0,0,1,0,1,2,3,2,2,2,1, ,2,21268,17000,2268,2000,2,26,1,0,0,0,0,2,1,2, , ,1,7,8,2,50,1,1,3, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,0,1,1,0,0,1,0,0,2,1,2, ,1,0,0,2,0,1,1,1,0,0,1,0,1,0,1,0,0,1, , , , , 
9228,75.59436947,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,3,2,4,1,2,1,1,23268,19000,2268,2000,3, ,1,1,0,0,0,1, ,1,4,0,2,8,8,4,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,3,3,2,1,1,1,0,0,1,1,0,0,0,2,4,2, ,1,1,0,2,0,1,1,1,0,0,1,0,1,0,1,0,0,1, , , , , 
9301,53.70428152,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,22768,20000,2268,500,3, ,1,1,0,0,0,1, ,1,1,0,2,7,9,1.5,0,1,1,3, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
9732,37.98781104,15,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,1,0,0,0,0,1,2,4,1,1,1,1, ,1,17567,17000,567,0,2,13,1,0,0,0,0,1, ,1,1,18,2,7,8,6,0,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,4,4,2,2,2,1,3,1,0,0,0,0,0,0,0,1,2,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
9752,52.04017657,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,1,0,0,0,0,1,2,2,1,1,2,1, ,1,18701,17000,1701,0,2,12,1,0,0,0,0,1, ,1,0,24,2,8,8,4,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
9789,53.70428152,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,3,2,1,0,1,0,0,1,2,3,2,1,1,1, ,2,21118,18850,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,9,3,30,1,1,1,1,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,2,1,1,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
9890,7.061849097,14,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,2,0,0,0,0,1,1,1,4,1,1,1,2,1,1,21268,17000,2268,2000,3, ,1,1,0,0,0,1, ,1,1,0,2,7.5,10,3,0,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,2,0,1,1,1,0,0,0,1,1,0,0,0,0,1, , , , , 
10170,53.04284481,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,2,0,1,0,0,0,1,2,2,2,1,2,1, ,1,19268,17000,2268,0,3, ,1,1,0,1,0,2,1,2, , ,2,7.5,9.5,2.5,30,2, ,1,2,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
10196,144.6177954,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,2,2,4,1,1, ,1,22000,17000,3000,2000,2,14,1,0,0,0,0,1, ,1,1,0,2,6,8,1.5,0,1,2,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
10298,49.29277608,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,3,2,1,0,1,0,0,1,2,2,1,1,2,1, ,2,19868,17000,2268,600,2,10,1,0,0,0,0,2,1,2, , ,2,7,8,2,20,1,1,3, ,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,1, , , , , 
10495,49.17738088,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,2,1,0,0,0,0,1,2,3,1,1,1,1, ,1,20000,17000,2268,732,3, ,1,1,0,1,0,2,1,1,1,0,2,7.5,9.5,1.5,0,1,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,1,1,0,1,0,0,0,1,0,2,1,2, ,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
10769,53.35511631,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,1,1,30,2,5.5,9,0,30,2, ,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
10830,56.43613253,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,1,0,0,0,0,1,2,3,1,1,1,1, ,1,21268,17000,2268,2000,3, ,1,1,0,0,0,1, ,2, , ,2,7,7,4,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
10832,52.89063313,3,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,2,1,1,0,0,0,1,2,4,2,1,1,1, ,1,21268,17000,2268,2000,2,11,1,0,0,0,0,2,1,1,2,26,1,7,8,3,0,2, ,2, ,1,1,1,1,1,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,0,1,0,0,1,0,0,3,1,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1, , , , , 
10933,55.06425765,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,1,1,0,2,7,9,2.5,0,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
11118,53.70428152,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,22000,17000,2268,2732,3, ,1,1,0,0,0,1, ,1,2,26,2,8,10,1.5,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2, , , ,2
11360,50.8106561,10,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,21630,18630,0,3000,1,14, ,0,0,0,0,1, ,1,1,52,2,6,8,4,0,1,1,1,2,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,1,2,1,2,3,2,1,1,1,0,1,1,0,0,0,0,2,2,2, ,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
11375,51.02196324,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,2,1,0,0,0,0,1,2,2,1,1,1,1, ,1,19468,17000,2268,200,3, ,1,1,0,1,0,2,1,1,1,0,2,7,8,2,0,1,1,2, ,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
11429,49.17738088,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,20000,17000,2268,732,2,12,1,0,0,0,0,2,1,1,0,48,1,6,10,1.5,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,0,1,0,0,0,1,0,2,1,2, ,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
11487,53.74892939,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,4, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,1,1,0,2,7.5,9.5,1.5,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
11611,11.97336137,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,2,1,4,2,1, ,1,20835,17000,2835,1000,1,12, ,0,0,0,0,1, ,1,12,0,1,8,8,3,30,1,1,3, ,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,4,3,3,4,3,3,3,1,1,1,0,1,0,0,0,1,0,2,4,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,1, , , 
11789,49.17738088,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,1,2,3,1,1,2,2,1,2,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,1,8,0,1,7,8,2,20,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,1,1,1,1,0,0,0,1,0,0,2,1,2, ,0,0,1,2,1,0,0,1,0,0,1,1,0,0,1,0,0,1, , , , , 
11948,52.1642261,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,19500,17000,2268,232,2,8,1,0,0,0,0,2,1,2, , ,2,8,8,2.5,0,1,2,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1, , , , , 
12012,53.04284481,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,2,1,1,2,1,1,18072,18072,0,0,1,8, ,0,0,0,0,1, ,2, , ,2,7,8,3,10,1,1,1,1,1,1,1,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,0,0,1,1,0,0,1,0,3,1,2, ,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
12120,59.75663106,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,3,2,3,3,2,2,1, ,1,20898,18630,2268,0,3, ,1,0,0,1,0,2,1,2, , ,2,7,9,5,0,1,1,1,2,1,1,1,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
12136,51.44259972,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,4, ,1,19268,17000,2268,0,3, ,1,1,0,1,0,2,1,2, , ,2,8,8,4,0,1,1,1,2,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,1,2,1,1,1,0,0,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1, , , 
