no,w1,w2,w3,industry,scale,q1,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2a_10,q3,aq3,aq3a,q3b,q3c_1,q3c_2,q3c_3,q3c_4,q3c_5,q3c_6,q3c_7,q3c_8,q3e_1,q3e_2,q3e_3,q3e_4,q3e_5,q3e_6,q3e_7,q3e_8,q4,q4a_1,q4a_2,q4a_3,q4a_4,q4a_5,q4a_6,q4a_7,q4a_8,q4a_9,q4b,q4bb_1,q4bb_2,q4bb_3,q4bb_4,q4bb_5,q4bb_6,q4bb_7,q4bb_8,q4bb_9,q4bb_10,q5,q5b_1,q5b_2,q5b_3,q5b_4,q5b_5,q5b_6,q5b_7,q5b_8,q5b_9,q5b_10,q5b_11,nq6b,nq6c_1,nq6c_2,nq6c_3,nq6c_4,q7a,q7b,q7bb,q7ca,q7cb,nq7d,nq7db,nq7dc,q8,q8a2,q8a3,q9,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q14,q14a,q14b_1,q14b_2,q14b_3,q14b_4,q14b_5,q15a_1,q15a_2,q15a_3,q15a_4,q15a_5,q15a_6,q16,q16a,q17,q17a_1,q17a_2,q18,q18a_1,q18a_2,q18a_3,q18a_4,q18a_5,q19_1,q19_2,q19_3,q19_4,q19_5,q19_6,q19_7,q19_8,q19_9
1273,10.2540983606557,10.5416293643688,52.708146821844,21,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,5,0,5,0,0,11,152,31.6,27470,5241,0,39874,0,2,1, ,1,0,1,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1338,9.8909626719057,9.74668275030157,9.74668275030157,17,1,4,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,0,31000,0,10000,30000,0,1, , ,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,1,0,1,0,0,5,5,5,5,5,5,2, ,2,0,0, ,0,0,0,0,0,1,1,0,0,1,1,0,0,0
1379,9.8909626719057,9.74668275030157,19.4933655006031,17,1,1,1,0,0,0,0,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,11,152,43,31500,8266,0,16000,0,2,1, ,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,1,2,1,1,1,1,0,4,4,4,3,3,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,0,1,0,0
1433,8.96551724137931,8.92489795918367,35.6995918367347,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,4,4,0,0,0,11,152,0,27470,0,0,6000,0,2,1, ,1,0,0,0,0,1,0,0,0,0,0,0,1, ,1,0,0,0,0,0,1,2,1,1,1,1,0,3,3,3,3,4,3,1,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1460,9.84782608695652,10.3161290322581,20.6322580645162,13,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,11,152,0,27470,0,0,33000,0,2,1, ,1,0,0,1,0,1,0,0,0,0,0,1,0, ,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1499,9.75423728813559,9.51905487804878,9.51905487804878,21,1,2,1,1,0,0,0,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,11,152,0,27470,0,0,60000,0,2,1, ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,4,4,3,4,3,4,1,2,2,0,0, ,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1522,9.90163934426229,10.5542857142857,42.2171428571428,25,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,1,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,1,3,1,1,1,1,0,4,5,4,3,5,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1575,8.25,6.66516516516517,53.3213213213214,21,3,3,1,1,0,1,1,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,8,4,4,0,0,11,152,45,27470,6700,0,13705,0,2,1, ,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,4,4,4,2,4,4,1,1,1,1,1,2,1,1,0,0,0,1,1,1,1,1,1,1,0,0
1646,9.8909626719057,9.74668275030157,19.4933655006031,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,4,4,4,4,4,4,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1674,9.81111111111111,10.5035714285714,10.5035714285714,15,1,3,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,40,32000,7917,10000,10000,0,2,1, ,2,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,2, ,0,0,0,0,0,5,5,5,5,5,5,2, ,3,0,0, ,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1700,9.8909626719057,9.74668275030157,19.4933655006031,17,1,2,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,10,160,0,27470,0,0,6000,0,1, , ,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,9.8909626719057,9.74668275030157,19.4933655006031,17,1,4,1,1,0,0,1,0,1,0,0,1,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,2,0,2,0,0,11,152,0,27470,0, , , ,4, , ,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,4,4,4,5,4,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
1819,12.0769230769231,12.7678571428571,102.142857142857,8,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,8,6,2,0,0,11,152,33,28900,6210,0,20000,0,2,1, ,1,0,1,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,1,1,0,0,1,0,4,4,4,4,4,4,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1851,10,15.4326241134752,740.76595744681,18,4,3,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,48,0,47,1,0,11,152,26,28781,4472,0,10531,0,2,1, ,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,3,1,1,1,1,0,4,4,3,3,4,4,1,1,1,1,0,2,1,1,1,0,0,1,1,1,1,1,1,1,0,0
1943,9.73333333333333,10.8425196850394,21.6850393700788,6,1,4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,11,152,0,27470,0,0,9000,0,1, , ,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,5,5,5,5,5,5,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2243,8.79393939393939,8.79549950544016,35.1819980217606,17,2,3,1,1,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,152,8,27470,1224,9200,0,0,2,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,3,1,1,1,1,0,3,3,3,3,3,3,1,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2287,9.8909626719057,9.74668275030157,29.2400482509047,17,1,2,1,1,0,0,0,0,0,1,0,1,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,11,152,0,27470,0,0,20000,0,1, , ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2297,9.8909626719057,9.74668275030157,48.7334137515079,17,1,1,1,1,0,0,0,1,0,1,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,11,152,10,27470,1590,0,5600,0,2,1, ,1,0,1,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,1,2,1,1,1,0,0,4,4,3,3,4,3,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2359,4.6875,4.61127596439169,46.1127596439169,26,3,3,1,1,1,0,0,0,0,0,0,0,0,2, , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,11,152,39.9,27970,7298, , , ,2,1, ,1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,1,2,0,1,0,0,0,4,4,4,4,4,4,1,1,3,0,0, ,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2379,10.020618556701,10.3803786574871,20.7607573149742,1,1,4,1,0,0,1,1,1,0,0,0,1,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,11,152,2,27470,380,0,12000,0,2,1, ,1,0,1,0,0,1,0,0,0,0,0,1,0, ,1,0,0,0,0,0,1,1,1,1,0,1,0,5,5,5,5,5,5,1,2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2478,9.8909626719057,9.74668275030157,19.4933655006031,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,11,152,0,27470,0,0,0,0,2,1, ,1,0,0,0,0,1,0,0,0,0,0,1,0, ,1,1,1,0,0,0,1,3,1,1,1,0,0,5,5,5,3,5,5,1,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2484,9.75423728813559,9.51905487804878,19.0381097560976,21,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,1,0,0,0,0,0,0,0,0,1, ,1,0,0,1,0,0,1,1,1,0,0,1,0,4,4,4,4,4,4,1,2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2562,9.8909626719057,9.74668275030157,48.7334137515079,17,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,11,152,8,30970,1249,19133,33740,0,2,1, ,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,4,4,4,3,4,4,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2670,9.8909626719057,9.74668275030157,9.74668275030157,17,1,1,1,0,1,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,25,27470,5000,0,0,0,1, , ,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,2,1,1,1,0,0,3,3,3,3,4,4,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2739,9.40344827586207,9.19021739130435,91.9021739130435,14,1,3,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,11,152,0,30910,0,36000,30000,0,2,1, ,1,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,2,1,1,1,0,0,5,5,5,5,5,5,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2828,8.79393939393939,8.79549950544016,114.341493570722,17,2,2,1,0,1,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3,10,0,0,11,152,0,27470,0,0,0,0,2,1, ,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,1,1,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2835,9.75423728813559,9.51905487804878,19.0381097560976,21,1,2,1,1,0,0,1,1,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,1,0,2,0,0,2,0,11,152,0,32000,0,0,15000,0,1, , ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,3,2,3,3,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2918,8.05,9.92003439380911,714.242476354256,17,4,4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,72,0,72,0,0,11,152,46,28470,8100,0,8000,0,2,1, ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,1,1,1,0,0,3,3,3,3,3,2,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3044,9.8909626719057,9.74668275030157,19.4933655006031,17,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,11,152,0,28470,0,0,18000,0,1, , ,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,2,1,1,1,1,0,4,4,4,4,4,4,2, ,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1
3137,9.75423728813559,9.51905487804878,19.0381097560976,21,1,1,1,1,0,0,0,1,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,11,152,40,27470,6135,0,27470,0,2,1, ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,1,1,1,1,0,0,0,0
3153,9.8909626719057,9.74668275030157,19.4933655006031,17,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,11,152,0,27470,0, , , ,2,1, ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,5,5,4,4,4,4,1,2,2,0,0, ,0,0,0,0,0,1,0,1,1,0,0,0,1,0
3233,10.020618556701,10.3803786574871,62.2822719449226,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,3,1,0,0,0,0,5,5,5,5,5,5,1,2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3382,9.4622641509434,9.71787709497207,38.8715083798883,3,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,152,11,27470,1813,0,5000,0,2,1, ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2, ,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,2,1,0,1,0,0,0,0,1,1,1,0,1,0,0
3725,9.8909626719057,9.74668275030157,38.9867310012063,17,1,3,1,0,0,0,0,0,0,0,0,1,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4,2,0,2,0,11,152,0,27470,0,0,40000,0,1, , ,2,0,0,0,0,1,0,0,0,0,0,1,0, ,0,1,0,0,0,0,1,3,1,1,1,1,0,3,3,3,3,3,3,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
3747,9.40344827586207,9.19021739130435,9.19021739130435,14,1,3,1,1,1,1,0,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,152,0,28200,0,1500,17000,0,2,1, ,1,0,0,0,0,1,0,0,0,0,0,1,0, ,1,1,0,0,0,0,1,1,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,0,0,0,0,0
3767,8.11428571428571,7.19619047619048,35.9809523809524,26,2,1,2,0,0,0,0,0,0,0,0,0,0,2, , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,11,152,0,27470,0,0,0,0,1, , ,3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,0,5,5,5,5,5,5,1,2,1,1,0,2,1,1,1,0,0,0,1,0,0,1,0,1,0,0
3786,9.84782608695652,10.3161290322581,72.2129032258067,13,1,3,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,2,1,0,1,0,0,4,4,4,3,4,4,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3806,10.8888888888889,13.8451612903226,969.161290322582,21,4,1,1,1,1,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,0,15,150,0,31070,0,0,12000,0,2,1, ,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,5,5,4,4,4,4,2, ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3829,10.625,9.76969696969697,39.0787878787879,24,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,152,8,28470,1376,0,2100,0,1, , ,1,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,1,1,1,0,1,0,4,4,4,4,4,4,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3842,10.2540983606557,10.5416293643688,94.8746642793192,21,2,3,1,1,0,1,0,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,11,152,29,27470,4867,0,5000,0,1, , ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,1,1,0,0,4,4,4,3,4,4,1,2,1,1,1,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0
4172,9.40344827586207,9.19021739130435,18.3804347826087,14,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,11,152,45,27470,7455,1800,7600,0,1, , ,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,4,4,4,4,3,4,1,2,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4252,8.4,9.37988826815642,243.877094972067,13,3,3,1,1,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,4,14,8,0,11,152,40,27470,6880,5000,3000,0,2,1, ,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,1,1,0,1,0,3,4,4,4,4,4,1,2,2,0,0, ,0,0,0,0,0,1,1,0,0,1,1,0,0,0
4363,9.8909626719057,9.74668275030157,68.226779252111,17,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,11,152,11,33741,2072,0,11600,0,2,1, ,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,2,1,1,1,1,0,4,4,4,3,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4383,8.79393939393939,8.79549950544016,79.1594955489614,17,2,2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,11,152,0,29570,0,0,17800,0,2,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,1,1,0,0,1,0,4,3,4,3,3,3,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
