no,w,j1,j2,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q2,q3,q4,q4a_1,q4a_2,q4a_3,q4a_4,q5,q5a_1,q5a_2,q5a_3,q5a_4,q5a_5,q5a_6,q5a_7,q5a_8,q5a_9,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q6a_6,q6a_7,q6a_8,q6a_9,q6a_10,q6a_11,q7,q8a,q8b,q8c,q8d,q8e,nq9a_1,nq9a_2,nq9b_1,nq9b_2,nq10a,nq10ab,q10b,nq10bb,q11,q11a2,q11a3,q12,q13a,q13ab,nq13b,q14,q15,nq15a,nq15b,q16,q16a,q17,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19,q19a,q20_1,q20_2,q20_3,q20_4,q20_5,q20_6,q20_7,q21,q21a,q21b_1,q21b_2,q21b_3,q21b_4,q21b_5,q21b_6,q21b_7,q21b_8,q21c,q21d,q22,q22a,q23,q23a_1,q23a_2,q24,q24a_1,q24a_2,q24a_3,q24a_4,q24a_5,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q25_8
12078,2.25,4,1,1,1,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,1,8,6,2,0,22000,1334,2,2000,1, , ,1,3,1,24,2,2, , ,2, ,2,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
12340,52.3703703703704,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7,6,1,30,23500,3335,2,12000,1, , ,2,5,1, ,1,2, , ,1,2,1,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
12419,59.025641025641,4,1,1,1,1,1,0,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,1,8,9,3,30,21000,2001,2,5000,1, , ,2,3,1,12,1,1,0,48,1,2,1,1, , , , , , , , , ,2, ,3,2,2,3,3,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0
12453,52.3703703703704,1,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,9,3,30,21000,3500,2,2000,1, , ,1,5,1, ,1,2, , ,2, ,3,1, , , , , , , , , ,2, ,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
13246,54.3766233766234,13,1,0,0,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,8,4,30,25000,2668,2,2000,1, , ,1,2,1,24,1,1,2,0,2, ,1,1, , , , , , , , , ,2, ,4,5,3,3,3,4,5,1,1,0,0,0,0,1,0,0,0,1,4,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
13315,48.3818181818182,10,1,1,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7,8,4,0,20000,2668,2,0,2,1, ,1,3,1,12,1,1,3,0,2, ,3,1, , , , , , , , , ,2, ,1,2,1,1,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0, ,0,0,0,0,0,0,1,1,1,1,1,0,0
13814,50.7951807228916,8,1,1,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7.5,7.5,2,0,23000,3335,2,3000,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
14099,48.3818181818182,10,1,1,1,0,0,0,0,2,1,2,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,7,4,30,22300,3500,2,8000,1, , ,2,5,1, ,1,1,3,30,2, ,1,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
14475,51.9903846153846,4,1,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,10,4,0,20000,2668,2,5000,1, , ,1,2,1,12,1,1,0,36,1,1,3,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,1,1,1,0,1,0,0,0,0,2,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
14941,50.7951807228916,8,1,1,1,1,1,0,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,6,7,3,0,20000,2001,2,20000,1, , ,2,2,1,12,1,1,4,0,1,1,1,1, , , , , , , , , ,1,2,2,1,2,2,2,2,2,1,2,1,0,1,1,0,0,0,0,2,2,1,2,1,1,0,2,1,0,0,0,1,0,1,1,1,1,1,0,0
15249,3.11111111111111,13,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,6,8,1,30,20000,0,2,6000,1, , ,1,1, ,12,1,1,1,36,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15340,51.9903846153846,4,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,7,10,4,30,20000,3335,2,10000,1, , ,1,5,1, ,1,1,0,30,1,2,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0
15401,52.084388185654,2,1,1,1,0,0,0,0,1,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,1,8,8,2,30,20091,2268,2,0,2,1, ,1,2,1,8,2,2, , ,1,3,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
15489,50.6818181818182,12,1,1,1,1,1,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,3,1,1,1,7,9,3,0,20000,3335,2,8600,1, , ,3,2,1,24,2,2, , ,1,1,2,1, , , , , , , , , ,2, ,1,3,2,2,1,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
15590,51.4490566037736,6,1,1,1,1,0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,8,10,2,30,21500,3335,2,3000,1, , ,1,5,1, ,1,1,3,0,1,1,2,1, , , , , , , , , ,2, ,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
16041,48.3818181818182,10,1,1,1,0,0,0,0,1,3,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,1,2,2,2,1,1,8,8,3,0,24000,1134,2,4569,2,1, ,1,3,1,24,1,1,3,0,1,1,2,1, , , , , , , , , ,1,2,3,2,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,1,0,0,0,1,1,1,1,1,1,0,0
16243,52.084388185654,2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,1,0,0,1,2,2,1,1,2,6.5,9,3,30,20000,2668,2,15600,1, , ,1,2,1,12,1,1,0,33,1,1,1,1, , , , , , , , , ,2, ,3,2,2,3,3,3,3,1,3,1,0,1,0,0,0,1,0,2,1,2, ,1,1,0,2,1,1,1,0,0,0,1,1,1,1,0,0,0
16359,52.3703703703704,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,2,3,3,1,1,8,7,3,0,20000,2668,2,2000,1, , ,1,2,1,15,1,1,1,0,1,1,1,1, , , , , , , , , ,2, ,3,3,3,3,2,3,3,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,0,1,1,0,0,1,1,1,1,1,1,0,0
16511,50.7951807228916,8,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,2,2,1,1,2,8,8,3,0,23000,3335,2,7000,1, , ,2,2,1,12,1,1,0,30,1,1,1,1, , , , , , , , , ,2, ,3,3,3,4,3,3,3,1,1,1,0,0,1,1,0,0,0,1,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,0,0,0,0
16846,52.084388185654,2,1,1,1,1,1,1,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,7,7,3,0,20000,2668,1, ,1, , ,1,2,1,12,1,1,1,30,1,2,3,1, , , , , , , , , ,1,2,2,2,1,2,2,3,2,1,2,0,1,1,0,0,0,1,0,2,2,1,1,1,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0
17455,2,8,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,3,1,6,9,3,30,26400,4400,2,6000,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
17533,52.3703703703704,1,1,1,1,0,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,8,3,30,24000,3335,2,4000,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
17607,51.9903846153846,4,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,6,10,3,0,21000,2001,2,1000,4, , ,1,3,1,24,1,1,1,36,1,1,1,1, , , , , , , , , ,2, ,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
17662,51.4490566037736,6,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,7,7,2,0,20000,3335,2,2000,1, , ,1,5,1, ,1,2, , ,1,2,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
17683,52.3703703703704,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,6.5,8,2,30,22000,2000,2,0,2,1, ,3,2,1,9,1,1,3,30,1,1,2,1, , , , , , , , , ,2, ,2,2,2,3,1,2,2,1,2,1,0,1,0,1,0,0,0,2,2,2, ,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
18322,4,21,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,1,7,8,2,0,20000,3335,2,6000,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18461,51.1052631578947,9,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,9,9,4,0,20500,3335,2,0,1, , ,1,5,1, ,1,2, , ,1,2,1,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
18654,50.8478260869565,16,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,1,8,9,2,0,20000,2001,2,50000,2,1, ,1,3,1,12,1,1,0,30,1,1,2,2,1,1, , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1
19188,51.4490566037736,6,1,1,1,1,1,1,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,8,9,2,0,22000,3335,2,3000,2,1, ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,1, ,0,0,0,0,0,1,1,1,1,1,1,0,0
19944,52.084388185654,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,8,2,0,20000,2668,2,20000,1, , ,1,2,1,12,1,1,2,0,1,1,3,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
19986,52.084388185654,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,9,9,4,0,23000,3335,2,2000,1, , ,1,5,1, ,1,1,2,0,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0
20224,51.4490566037736,6,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,9,3,0,20000,1334,2,500,1, , ,1,3,1,12,1,1,1,12,1,1,1,2,1,1, , , , , , , ,1,2,2,3,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
20303,53.032,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6.5,7.5,2,0,23000,3335,2,20000,1, , ,3,2,1,12,1,1,2,0,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
20888,52.3703703703704,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,7,8,4,0,23000,0,2,600,1, , ,1,1, ,12,1,1,2,0,1,1,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
20919,52.084388185654,2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,9,9,2,0,20000,2668,2,3000,1, , ,2,3,1,24,1,1,1,30,1,1,3,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
20937,50.8478260869565,16,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,9,3,30,21000,3335,2,10669,1, , ,1,5,1, ,2,2, , ,2, ,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
21553,51.4490566037736,6,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6,10.5,3,0,18999,0,2,2000,1, , ,1,1, ,12,1,1,3,12,1,2,1,1, , , , , , , , , ,2, ,1,1,1,1,1,3,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
21647,51.4490566037736,6,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,6,2,0,22000,3335,2,20000,2,1, ,1,2,1,12,1,1,1,0,1,1,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,1,3,0,0,0,1,0,0,0,0,2,1,1,2,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
21706,51.1052631578947,9,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,7,8,3,0,23000,1334,2,9000,1, , ,1,3,1,12,1,1,1,0,1,2,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,0,1,0,0,0
21723,45.4805194805195,1,1,1,1,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,1,7,10,1,30,22000,2001,2,22000,1, , ,2,3,1,12,1,1,1,56,1,1,2,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
21836,51.4490566037736,6,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7,7,3,0,21000,0,2,0,1, , ,1,1, ,24,1,1,3,25,1,1,1,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,4,3,1,2,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0
21872,53.032,3,1,1,1,1,1,0,0,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,7,3,0,21000,3335,2,8000,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,1,1,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22116,50.8478260869565,16,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6,7,3,0,20000,2000,2,3000,1, , ,1,5,1, ,2,2, , ,1,2,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
22150,52.8125,2,1,1,1,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,4,1,7.5,7.5,4,0,22000,3335,2,0,1, , ,1,2,1,24,1,1,0,48,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
22339,48.3818181818182,10,1,1,1,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,1,1,7,7.5,2,30,21000,2668,2,35000,1, , ,1,3,1,12,1,1,0,48,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0
22809,52.3703703703704,1,1,1,1,1,1,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7,8,4,30,20000,0,2,8000,1, , ,1,1, ,24,1,1,5,0,1,1,3,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,3,0,0,1,1,0,1,0,0,1,1,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
22839,38.75,16,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,4,1,6,8,3,0,24000,1400,2,4669,1, , ,1,3,1,12,1,1,3,30,1,1,1,1, , , , , , , , , ,2, ,3,2,3,3,3,2,2,1,1,0,0,1,0,0,0,0,0,1,4,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
23262,52.084388185654,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6,9.5,2,30,20000,3335,2,2000,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,2,2,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
23352,52.3703703703704,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,10,4,30,22835,2835,2,4200,1, , ,1,5,1, ,1,1,5,0,1,1,3,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,1,3,0,0,1,1,1,0,0,0,1,1,2, ,3,0,0, ,0,0,0,0,0,1,1,0,0,0,1,0,0
23821,3.11111111111111,13,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,8,7,2,30,21000,2668,2,16000,1, , ,1,2,1,24,1,1,0,48,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
23911,52.084388185654,2,1,1,1,1,1,1,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7.5,10,2,0,20000,3335,2,28000,2,1, ,1,2,1,12,1,1,0,30,1,1,3,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,3,0,0,1,0,1,0,1,0,2,4,2, ,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1
23922,45.4805194805195,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,1,7,8,3,0,22332,2668,2,5500,1, , ,1,2,1,12,1,1,3,0,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
24125,45.125,7,1,1,1,1,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,7,3,30,20000,3335,2,0,1, , ,3,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,1,0,1,1,1,0,0,0,0,1,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
24178,54.0909090909091,20,1,1,1,1,1,1,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,8,10,1,30,20000,2668,2,2500,1, , ,1,3,1,12,1,1,0,30,1,1,3,1, , , , , , , , , ,1,2,3,3,3,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
24393,52.4868421052632,7,1,1,1,1,0,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7,7.5,4,0,20000,2668,2,2000,1, , ,2,5,1, ,1,2, , ,2, ,2,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
24589,41.4782608695652,4,1,1,1,1,1,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,4,1,8.5,10,2,30,20000,0,2,2000,1, , ,1,1, ,24,1,1,3,30,1,2,1,1, , , , , , , , , ,1,2,2,1,1,1,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
24639,51.9903846153846,4,1,1,1,1,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,2,3,3,1,1,6,9,4,30,20000,2001,2,6000,1, , ,2,3,1,24,1,1,3,0,1,1,1,1, , , , , , , , , ,1,2,3,3,3,3,2,2,2,1,1,1,0,0,1,0,0,1,0,2,1,1,3,2,0,0, ,0,0,0,0,0,0,1,1,0,0,0,0,0
